pm10,so2,co,o3,no2,categori
51.0,11.0,31.0,59.0,20.0,SEDANG
57.0,10.0,33.0,56.0,21.0,SEDANG
44.0,10.0,30.0,90.0,19.0,SEDANG
54.0,9.0,32.0,77.0,22.0,SEDANG
39.0,8.0,34.0,74.0,24.0,SEDANG
47.0,9.0,31.0,59.0,18.0,SEDANG
60.0,13.0,37.0,53.0,22.0,SEDANG
38.0,11.0,28.0,70.0,21.0,SEDANG
52.0,13.0,31.0,61.0,21.0,SEDANG
61.0,12.0,41.0,80.0,26.0,SEDANG
51.0,9.0,24.0,55.0,21.0,SEDANG
36.0,10.0,27.0,45.0,19.0,BAIK
50.0,11.0,29.0,51.0,19.0,SEDANG
52.0,11.0,30.0,68.0,18.0,SEDANG
37.0,11.0,34.0,69.0,20.0,SEDANG
40.0,10.0,33.0,59.0,16.0,SEDANG
52.0,10.0,44.0,58.0,20.0,SEDANG
48.0,11.0,38.0,50.0,14.0,BAIK
45.0,9.0,29.0,72.0,17.0,SEDANG
36.0,9.0,30.0,64.0,17.0,SEDANG
48.0,10.0,30.0,76.0,21.0,SEDANG
59.0,11.0,39.0,67.0,25.0,SEDANG
50.0,13.0,32.0,123.0,23.0,TIDAK SEHAT
62.0,11.0,64.0,74.0,23.0,SEDANG
29.0,9.0,26.0,51.0,15.0,SEDANG
31.0,12.0,20.0,29.0,10.0,BAIK
30.0,12.0,24.0,43.0,13.0,BAIK
25.0,10.0,23.0,30.0,10.0,BAIK
28.0,11.0,29.0,39.0,16.0,BAIK
34.0,11.0,28.0,72.0,23.0,SEDANG
36.0,10.0,33.0,40.0,10.0,BAIK
43.0,9.0,51.0,40.0,9.0,SEDANG
25.0,9.0,19.0,49.0,11.0,BAIK
42.0,12.0,39.0,38.0,12.0,BAIK
35.0,17.0,31.0,29.0,18.0,BAIK
29.0,13.0,28.0,40.0,17.0,BAIK
28.0,13.0,23.0,43.0,14.0,BAIK
31.0,13.0,24.0,42.0,12.0,BAIK
47.0,14.0,23.0,37.0,12.0,BAIK
26.0,12.0,23.0,36.0,12.0,BAIK
33.0,12.0,26.0,46.0,15.0,BAIK
22.0,10.0,25.0,40.0,13.0,BAIK
22.0,11.0,11.0,37.0,10.0,BAIK
62.0,10.0,19.0,46.0,15.0,SEDANG
33.0,6.0,20.0,42.0,13.0,BAIK
28.0,5.0,17.0,31.0,16.0,BAIK
33.0,5.0,22.0,29.0,22.0,BAIK
25.0,5.0,9.0,27.0,6.0,BAIK
33.0,6.0,11.0,22.0,8.0,BAIK
24.0,5.0,11.0,26.0,11.0,BAIK
49.0,7.0,18.0,26.0,10.0,BAIK
25.0,7.0,10.0,25.0,10.0,BAIK
27.0,6.0,12.0,36.0,10.0,BAIK
22.0,5.0,10.0,38.0,12.0,BAIK
21.0,5.0,8.0,27.0,7.0,BAIK
29.0,7.0,11.0,27.0,11.0,BAIK
32.0,7.0,11.0,35.0,12.0,BAIK
29.0,6.0,10.0,36.0,13.0,BAIK
23.0,6.0,8.0,32.0,7.0,BAIK
25.0,6.0,9.0,38.0,8.0,BAIK
26.0,6.0,7.0,41.0,11.0,BAIK
26.0,7.0,23.0,37.0,13.0,BAIK
45.0,5.0,26.0,28.0,18.0,BAIK
41.0,5.0,24.0,34.0,16.0,BAIK
39.0,4.0,27.0,36.0,20.0,BAIK
50.0,5.0,20.0,33.0,15.0,BAIK
39.0,5.0,13.0,40.0,13.0,BAIK
44.0,5.0,23.0,45.0,18.0,BAIK
54.0,5.0,20.0,41.0,16.0,SEDANG
70.0,5.0,51.0,48.0,21.0,SEDANG
44.0,8.0,43.0,40.0,16.0,BAIK
43.0,6.0,35.0,30.0,15.0,BAIK
49.0,5.0,42.0,33.0,19.0,BAIK
52.0,5.0,67.0,41.0,21.0,SEDANG
55.0,7.0,20.0,35.0,14.0,SEDANG
52.0,5.0,15.0,39.0,13.0,SEDANG
54.0,5.0,17.0,36.0,15.0,SEDANG
42.0,5.0,16.0,30.0,12.0,BAIK
58.0,5.0,33.0,36.0,23.0,SEDANG
41.0,5.0,19.0,32.0,16.0,BAIK
51.0,6.0,18.0,39.0,14.0,SEDANG
49.0,6.0,18.0,32.0,12.0,BAIK
61.0,9.0,36.0,40.0,19.0,SEDANG
34.0,10.0,27.0,36.0,15.0,BAIK
7.0,8.0,35.0,40.0,16.0,BAIK
31.0,6.0,38.0,37.0,12.0,BAIK
6.0,6.0,56.0,35.0,18.0,SEDANG
12.0,5.0,22.0,36.0,13.0,BAIK
8.0,5.0,34.0,43.0,24.0,BAIK
11.0,7.0,16.0,41.0,13.0,BAIK
29.0,7.0,29.0,40.0,20.0,BAIK
24.0,9.0,60.0,57.0,20.0,SEDANG
18.0,8.0,28.0,57.0,12.0,SEDANG
8.0,11.0,16.0,46.0,12.0,BAIK
18.0,11.0,29.0,46.0,17.0,BAIK
15.0,7.0,24.0,56.0,18.0,SEDANG
17.0,7.0,28.0,82.0,31.0,SEDANG
10.0,7.0,29.0,75.0,21.0,SEDANG
66.0,6.0,38.0,39.0,19.0,SEDANG
73.0,6.0,34.0,36.0,14.0,SEDANG
57.0,8.0,15.0,38.0,18.0,SEDANG
62.0,10.0,20.0,44.0,18.0,SEDANG
59.0,11.0,36.0,38.0,19.0,SEDANG
51.0,10.0,17.0,38.0,15.0,SEDANG
66.0,13.0,29.0,47.0,16.0,SEDANG
46.0,8.0,14.0,56.0,14.0,SEDANG
44.0,7.0,19.0,43.0,14.0,BAIK
43.0,8.0,17.0,39.0,12.0,BAIK
66.0,7.0,36.0,35.0,18.0,SEDANG
70.0,7.0,26.0,36.0,13.0,SEDANG
64.0,6.0,17.0,48.0,14.0,SEDANG
55.0,6.0,22.0,42.0,15.0,SEDANG
56.0,6.0,20.0,44.0,15.0,SEDANG
62.0,7.0,22.0,79.0,25.0,SEDANG
59.0,6.0,24.0,58.0,26.0,SEDANG
53.0,6.0,24.0,69.0,30.0,SEDANG
40.0,6.0,21.0,67.0,16.0,SEDANG
58.0,6.0,25.0,78.0,17.0,SEDANG
53.0,6.0,31.0,69.0,28.0,SEDANG
73.0,6.0,28.0,47.0,19.0,SEDANG
69.0,7.0,32.0,37.0,18.0,SEDANG
56.0,7.0,32.0,34.0,21.0,SEDANG
62.0,7.0,29.0,57.0,20.0,SEDANG
56.0,6.0,23.0,47.0,17.0,SEDANG
59.0,7.0,27.0,50.0,12.0,SEDANG
56.0,6.0,32.0,44.0,17.0,SEDANG
49.0,6.0,24.0,45.0,18.0,BAIK
57.0,6.0,32.0,48.0,21.0,SEDANG
67.0,6.0,29.0,44.0,22.0,SEDANG
51.0,7.0,32.0,43.0,15.0,SEDANG
71.0,7.0,29.0,71.0,21.0,SEDANG
69.0,7.0,34.0,69.0,18.0,SEDANG
63.0,7.0,37.0,51.0,20.0,SEDANG
46.0,9.0,26.0,56.0,19.0,SEDANG
69.0,10.0,38.0,40.0,23.0,SEDANG
75.0,14.0,40.0,64.0,39.0,SEDANG
49.0,15.0,20.0,57.0,15.0,SEDANG
56.0,15.0,27.0,59.0,25.0,SEDANG
74.0,14.0,35.0,56.0,17.0,SEDANG
64.0,14.0,30.0,52.0,23.0,SEDANG
59.0,14.0,29.0,51.0,18.0,SEDANG
70.0,14.0,33.0,71.0,21.0,SEDANG
58.0,15.0,27.0,33.0,16.0,SEDANG
66.0,22.0,28.0,54.0,19.0,SEDANG
83.0,18.0,30.0,68.0,18.0,SEDANG
55.0,17.0,28.0,98.0,21.0,SEDANG
64.0,17.0,31.0,79.0,30.0,SEDANG
63.0,16.0,27.0,56.0,19.0,SEDANG
30.0,15.0,11.0,46.0,10.0,BAIK
26.0,15.0,9.0,39.0,7.0,BAIK
29.0,15.0,10.0,40.0,11.0,BAIK
36.0,16.0,18.0,43.0,15.0,BAIK
28.0,16.0,10.0,37.0,7.0,BAIK
34.0,15.0,11.0,42.0,12.0,BAIK
32.0,15.0,11.0,42.0,12.0,BAIK
39.0,15.0,16.0,46.0,13.0,BAIK
40.0,15.0,15.0,70.0,20.0,SEDANG
57.0,16.0,19.0,61.0,15.0,SEDANG
56.0,16.0,21.0,57.0,22.0,SEDANG
51.0,16.0,40.0,54.0,16.0,SEDANG
60.0,15.0,27.0,48.0,13.0,SEDANG
57.0,14.0,16.0,62.0,9.0,SEDANG
64.0,14.0,26.0,53.0,17.0,SEDANG
80.0,18.0,26.0,48.0,19.0,SEDANG
80.0,19.0,23.0,60.0,17.0,SEDANG
80.0,22.0,21.0,51.0,15.0,SEDANG
72.0,19.0,17.0,46.0,17.0,SEDANG
68.0,15.0,24.0,54.0,17.0,SEDANG
66.0,14.0,24.0,26.0,13.0,SEDANG
69.0,16.0,27.0,46.0,22.0,SEDANG
80.0,32.0,28.0,59.0,29.0,SEDANG
77.0,37.0,28.0,43.0,25.0,SEDANG
72.0,34.0,24.0,46.0,19.0,SEDANG
70.0,32.0,22.0,49.0,28.0,SEDANG
72.0,37.0,17.0,43.0,25.0,SEDANG
68.0,31.0,17.0,63.0,14.0,SEDANG
75.0,30.0,27.0,60.0,30.0,SEDANG
80.0,34.0,29.0,50.0,29.0,SEDANG
83.0,33.0,36.0,39.0,23.0,SEDANG
76.0,34.0,21.0,37.0,18.0,SEDANG
81.0,33.0,23.0,39.0,12.0,SEDANG
84.0,28.0,30.0,64.0,22.0,SEDANG
75.0,32.0,25.0,57.0,24.0,SEDANG
80.0,34.0,21.0,47.0,21.0,SEDANG
74.0,35.0,23.0,76.0,19.0,SEDANG
77.0,40.0,22.0,71.0,22.0,SEDANG
94.0,35.0,47.0,67.0,20.0,SEDANG
73.0,34.0,25.0,62.0,21.0,SEDANG
69.0,37.0,27.0,59.0,27.0,SEDANG
68.0,33.0,26.0,66.0,21.0,SEDANG
61.0,32.0,21.0,74.0,22.0,SEDANG
62.0,35.0,18.0,56.0,27.0,SEDANG
65.0,34.0,22.0,41.0,15.0,SEDANG
59.0,29.0,17.0,35.0,13.0,SEDANG
56.0,32.0,17.0,32.0,12.0,SEDANG
54.0,32.0,16.0,34.0,12.0,SEDANG
51.0,31.0,14.0,29.0,9.0,SEDANG
53.0,31.0,20.0,42.0,8.0,SEDANG
51.0,30.0,9.0,41.0,8.0,SEDANG
51.0,29.0,8.0,39.0,8.0,SEDANG
49.0,30.0,9.0,40.0,8.0,BAIK
52.0,30.0,9.0,40.0,9.0,SEDANG
60.0,32.0,15.0,46.0,12.0,SEDANG
66.0,27.0,13.0,61.0,11.0,SEDANG
61.0,27.0,22.0,44.0,17.0,SEDANG
55.0,34.0,21.0,40.0,16.0,SEDANG
64.0,33.0,22.0,41.0,17.0,SEDANG
64.0,33.0,22.0,54.0,15.0,SEDANG
60.0,32.0,21.0,52.0,22.0,SEDANG
64.0,30.0,28.0,54.0,20.0,SEDANG
67.0,27.0,19.0,63.0,15.0,SEDANG
60.0,35.0,25.0,36.0,17.0,SEDANG
76.0,38.0,27.0,43.0,24.0,SEDANG
71.0,35.0,21.0,52.0,20.0,SEDANG
66.0,34.0,24.0,51.0,19.0,SEDANG
60.0,31.0,19.0,63.0,18.0,SEDANG
74.0,30.0,17.0,49.0,20.0,SEDANG
59.0,29.0,23.0,44.0,13.0,SEDANG
62.0,29.0,24.0,41.0,15.0,SEDANG
60.0,26.0,20.0,45.0,22.0,SEDANG
71.0,25.0,27.0,38.0,19.0,SEDANG
59.0,25.0,22.0,34.0,13.0,SEDANG
55.0,25.0,19.0,44.0,16.0,SEDANG
61.0,25.0,14.0,44.0,10.0,SEDANG
53.0,27.0,13.0,39.0,14.0,SEDANG
56.0,29.0,23.0,38.0,18.0,SEDANG
62.0,29.0,24.0,52.0,16.0,SEDANG
73.0,26.0,25.0,51.0,28.0,SEDANG
67.0,28.0,21.0,57.0,22.0,SEDANG
65.0,32.0,18.0,55.0,19.0,SEDANG
68.0,31.0,14.0,51.0,20.0,SEDANG
69.0,33.0,24.0,43.0,21.0,SEDANG
72.0,34.0,21.0,55.0,21.0,SEDANG
74.0,35.0,24.0,44.0,26.0,SEDANG
71.0,34.0,22.0,53.0,22.0,SEDANG
72.0,32.0,23.0,41.0,24.0,SEDANG
71.0,32.0,21.0,41.0,15.0,SEDANG
59.0,30.0,13.0,59.0,13.0,SEDANG
63.0,31.0,17.0,56.0,24.0,SEDANG
66.0,34.0,17.0,59.0,24.0,SEDANG
74.0,39.0,21.0,43.0,25.0,SEDANG
75.0,37.0,22.0,44.0,21.0,SEDANG
67.0,35.0,21.0,42.0,19.0,SEDANG
59.0,33.0,17.0,55.0,18.0,SEDANG
64.0,32.0,14.0,58.0,16.0,SEDANG
66.0,33.0,24.0,44.0,20.0,SEDANG
70.0,33.0,23.0,53.0,18.0,SEDANG
72.0,31.0,25.0,59.0,23.0,SEDANG
70.0,35.0,26.0,52.0,24.0,SEDANG
70.0,34.0,25.0,47.0,18.0,SEDANG
69.0,31.0,20.0,49.0,17.0,SEDANG
61.0,29.0,15.0,57.0,13.0,SEDANG
64.0,28.0,17.0,65.0,19.0,SEDANG
75.0,31.0,27.0,45.0,23.0,SEDANG
65.0,31.0,23.0,44.0,17.0,SEDANG
67.0,33.0,23.0,46.0,16.0,SEDANG
68.0,31.0,22.0,39.0,14.0,SEDANG
67.0,33.0,21.0,38.0,17.0,SEDANG
83.0,34.0,29.0,46.0,24.0,SEDANG
82.0,37.0,29.0,71.0,23.0,SEDANG
83.0,33.0,35.0,66.0,23.0,SEDANG
79.0,32.0,21.0,65.0,19.0,SEDANG
77.0,34.0,21.0,39.0,18.0,SEDANG
74.0,32.0,16.0,48.0,13.0,SEDANG
61.0,30.0,20.0,45.0,19.0,SEDANG
74.0,31.0,26.0,40.0,20.0,SEDANG
67.0,33.0,21.0,39.0,23.0,SEDANG
76.0,36.0,26.0,47.0,27.0,SEDANG
68.0,33.0,23.0,40.0,16.0,SEDANG
66.0,32.0,19.0,43.0,12.0,SEDANG
67.0,33.0,16.0,45.0,11.0,SEDANG
63.0,31.0,20.0,45.0,21.0,SEDANG
82.0,33.0,23.0,49.0,22.0,SEDANG
71.0,30.0,23.0,46.0,25.0,SEDANG
70.0,27.0,24.0,43.0,23.0,SEDANG
64.0,27.0,23.0,42.0,22.0,SEDANG
74.0,31.0,25.0,48.0,18.0,SEDANG
62.0,32.0,16.0,45.0,11.0,SEDANG
63.0,32.0,23.0,46.0,21.0,SEDANG
64.0,28.0,22.0,38.0,22.0,SEDANG
60.0,29.0,18.0,57.0,21.0,SEDANG
78.0,31.0,27.0,51.0,19.0,SEDANG
55.0,34.0,22.0,60.0,24.0,SEDANG
70.0,36.0,26.0,36.0,19.0,SEDANG
77.0,33.0,37.0,71.0,20.0,SEDANG
77.0,36.0,30.0,48.0,22.0,SEDANG
66.0,35.0,25.0,60.0,23.0,SEDANG
69.0,33.0,23.0,47.0,23.0,SEDANG
57.0,34.0,22.0,41.0,14.0,SEDANG
73.0,34.0,25.0,40.0,26.0,SEDANG
81.0,34.0,27.0,50.0,25.0,SEDANG
72.0,29.0,17.0,61.0,19.0,SEDANG
74.0,29.0,28.0,44.0,24.0,SEDANG
84.0,33.0,31.0,45.0,27.0,SEDANG
68.0,28.0,26.0,32.0,21.0,SEDANG
68.0,27.0,27.0,36.0,24.0,SEDANG
75.0,27.0,26.0,41.0,22.0,SEDANG
71.0,27.0,29.0,39.0,26.0,SEDANG
65.0,27.0,17.0,42.0,19.0,SEDANG
72.0,27.0,30.0,27.0,24.0,SEDANG
62.0,28.0,26.0,18.0,19.0,SEDANG
77.0,25.0,31.0,31.0,19.0,SEDANG
73.0,18.0,25.0,27.0,20.0,SEDANG
69.0,18.0,29.0,27.0,24.0,SEDANG
78.0,18.0,39.0,32.0,18.0,SEDANG
53.0,18.0,18.0,44.0,18.0,SEDANG
57.0,18.0,22.0,41.0,23.0,SEDANG
73.0,18.0,31.0,41.0,25.0,SEDANG
74.0,18.0,31.0,41.0,22.0,SEDANG
56.0,18.0,20.0,36.0,21.0,SEDANG
51.0,18.0,14.0,35.0,15.0,SEDANG
56.0,18.0,18.0,34.0,20.0,SEDANG
66.0,18.0,17.0,28.0,17.0,SEDANG
60.0,18.0,14.0,13.0,17.0,SEDANG
71.0,18.0,20.0,40.0,20.0,SEDANG
70.0,18.0,13.0,19.0,19.0,SEDANG
63.0,18.0,11.0,44.0,18.0,SEDANG
65.0,18.0,17.0,29.0,17.0,SEDANG
59.0,18.0,18.0,25.0,15.0,SEDANG
67.0,18.0,25.0,39.0,27.0,SEDANG
51.0,19.0,19.0,35.0,24.0,SEDANG
72.0,19.0,17.0,35.0,22.0,SEDANG
62.0,18.0,15.0,20.0,17.0,SEDANG
69.0,18.0,15.0,33.0,21.0,SEDANG
62.0,18.0,37.0,40.0,22.0,SEDANG
65.0,20.0,19.0,51.0,20.0,SEDANG
69.0,21.0,25.0,43.0,26.0,SEDANG
63.0,21.0,23.0,36.0,24.0,SEDANG
66.0,20.0,27.0,39.0,25.0,SEDANG
71.0,20.0,34.0,46.0,19.0,SEDANG
43.0,19.0,14.0,22.0,2.0,BAIK
59.0,19.0,27.0,31.0,1.0,SEDANG
59.0,42.0,26.0,95.0,4.0,SEDANG
58.0,42.0,19.0,149.0,4.0,TIDAK SEHAT
73.0,44.0,32.0,87.0,4.0,SEDANG
60.0,45.0,24.0,78.0,4.0,SEDANG
54.0,44.0,33.0,69.0,3.0,SEDANG
66.0,48.0,31.0,53.0,3.0,SEDANG
65.0,41.0,31.0,45.0,2.0,SEDANG
43.0,40.0,25.0,51.0,3.0,SEDANG
55.0,41.0,38.0,48.0,2.0,SEDANG
33.0,40.0,32.0,49.0,4.0,BAIK
61.0,42.0,40.0,54.0,3.0,SEDANG
74.0,43.0,41.0,61.0,4.0,SEDANG
58.0,42.0,30.0,77.0,3.0,SEDANG
58.0,44.0,29.0,79.0,4.0,SEDANG
45.0,42.0,22.0,62.0,2.0,SEDANG
48.0,42.0,21.0,51.0,2.0,SEDANG
61.0,42.0,20.0,49.0,3.0,SEDANG
46.0,40.0,24.0,51.0,3.0,SEDANG
41.0,43.0,21.0,55.0,3.0,SEDANG
61.0,45.0,21.0,60.0,3.0,SEDANG
54.0,45.0,27.0,60.0,3.0,SEDANG
65.0,45.0,35.0,59.0,3.0,SEDANG
52.0,39.0,38.0,59.0,2.0,SEDANG
47.0,40.0,25.0,48.0,2.0,BAIK
20.0,41.0,13.0,53.0,2.0,SEDANG
39.0,43.0,18.0,40.0,2.0,BAIK
43.0,43.0,21.0,55.0,3.0,SEDANG
46.0,43.0,27.0,31.0,3.0,BAIK
52.0,28.0,27.0,60.0,2.0,SEDANG
54.0,28.0,29.0,46.0,2.0,SEDANG
50.0,28.0,24.0,37.0,2.0,BAIK
42.0,27.0,23.0,37.0,2.0,BAIK
56.0,28.0,41.0,37.0,2.0,SEDANG
62.0,27.0,40.0,38.0,3.0,SEDANG
64.0,27.0,27.0,34.0,2.0,SEDANG
58.0,27.0,29.0,37.0,2.0,SEDANG
51.0,26.0,25.0,39.0,2.0,SEDANG
54.0,27.0,27.0,44.0,2.0,SEDANG
53.0,27.0,26.0,35.0,2.0,SEDANG
39.0,26.0,33.0,35.0,2.0,BAIK
49.0,27.0,32.0,37.0,3.0,BAIK
49.0,27.0,29.0,29.0,1.0,BAIK
42.0,26.0,19.0,29.0,2.0,BAIK
46.0,26.0,29.0,29.0,3.0,BAIK
16.0,26.0,27.0,28.0,2.0,BAIK
33.0,26.0,25.0,30.0,2.0,BAIK
51.0,26.0,39.0,37.0,2.0,SEDANG
41.0,26.0,23.0,35.0,1.0,BAIK
42.0,26.0,23.0,39.0,2.0,BAIK
62.0,26.0,33.0,43.0,2.0,SEDANG
36.0,26.0,29.0,44.0,4.0,BAIK
40.0,26.0,28.0,40.0,2.0,BAIK
58.0,26.0,29.0,53.0,2.0,SEDANG
52.0,26.0,32.0,81.0,4.0,SEDANG
48.0,26.0,31.0,71.0,4.0,SEDANG
48.0,26.0,33.0,45.0,3.0,BAIK
37.0,26.0,27.0,49.0,2.0,BAIK
54.0,26.0,27.0,41.0,4.0,SEDANG
51.0,26.0,33.0,87.0,5.0,SEDANG
57.0,26.0,36.0,51.0,4.0,SEDANG
44.0,26.0,28.0,49.0,3.0,BAIK
41.0,26.0,29.0,40.0,3.0,BAIK
40.0,26.0,26.0,49.0,3.0,BAIK
47.0,26.0,30.0,45.0,3.0,BAIK
70.0,26.0,35.0,19.0,2.0,SEDANG
27.0,26.0,25.0,19.0,3.0,BAIK
51.0,26.0,27.0,22.0,4.0,SEDANG
65.0,26.0,31.0,30.0,4.0,SEDANG
72.0,26.0,31.0,17.0,3.0,SEDANG
47.0,26.0,26.0,26.0,2.0,BAIK
55.0,26.0,23.0,16.0,2.0,SEDANG
73.0,27.0,30.0,15.0,2.0,SEDANG
60.0,26.0,30.0,13.0,3.0,SEDANG
74.0,27.0,35.0,16.0,3.0,SEDANG
57.0,26.0,29.0,18.0,2.0,SEDANG
53.0,27.0,27.0,23.0,4.0,SEDANG
34.0,27.0,28.0,21.0,5.0,BAIK
42.0,27.0,28.0,21.0,2.0,BAIK
46.0,27.0,28.0,22.0,3.0,BAIK
54.0,27.0,28.0,16.0,3.0,SEDANG
60.0,27.0,26.0,16.0,2.0,SEDANG
53.0,26.0,24.0,28.0,3.0,SEDANG
52.0,26.0,25.0,23.0,2.0,SEDANG
58.0,27.0,28.0,19.0,3.0,SEDANG
63.0,27.0,32.0,14.0,2.0,SEDANG
51.0,26.0,25.0,14.0,2.0,SEDANG
62.0,27.0,29.0,14.0,3.0,SEDANG
63.0,27.0,40.0,18.0,3.0,SEDANG
59.0,27.0,33.0,19.0,2.0,SEDANG
43.0,27.0,23.0,18.0,2.0,BAIK
34.0,27.0,33.0,23.0,3.0,BAIK
43.0,27.0,29.0,17.0,3.0,BAIK
37.0,27.0,26.0,15.0,3.0,BAIK
50.0,27.0,39.0,32.0,4.0,BAIK
45.0,28.0,30.0,15.0,2.0,BAIK
55.0,30.0,28.0,16.0,1.0,SEDANG
48.0,28.0,23.0,16.0,1.0,BAIK
57.0,29.0,27.0,17.0,2.0,SEDANG
71.0,29.0,30.0,13.0,3.0,SEDANG
55.0,30.0,30.0,22.0,3.0,SEDANG
55.0,30.0,28.0,27.0,3.0,SEDANG
44.0,30.0,27.0,21.0,2.0,BAIK
63.0,31.0,36.0,13.0,3.0,SEDANG
53.0,29.0,32.0,14.0,7.0,SEDANG
47.0,29.0,29.0,17.0,3.0,BAIK
57.0,29.0,29.0,14.0,1.0,SEDANG
52.0,30.0,27.0,12.0,1.0,SEDANG
51.0,28.0,28.0,10.0,1.0,SEDANG
81.0,29.0,46.0,26.0,5.0,SEDANG
59.0,28.0,28.0,21.0,3.0,SEDANG
66.0,28.0,34.0,31.0,3.0,SEDANG
64.0,29.0,33.0,27.0,5.0,SEDANG
58.0,29.0,30.0,22.0,4.0,SEDANG
56.0,30.0,27.0,14.0,2.0,SEDANG
60.0,30.0,29.0,25.0,5.0,SEDANG
52.0,29.0,29.0,19.0,3.0,SEDANG
55.0,28.0,28.0,23.0,3.0,SEDANG
54.0,30.0,26.0,16.0,2.0,SEDANG
32.0,29.0,31.0,15.0,4.0,BAIK
77.0,29.0,33.0,21.0,5.0,SEDANG
76.0,30.0,41.0,15.0,3.0,SEDANG
58.0,29.0,31.0,22.0,4.0,SEDANG
61.0,29.0,30.0,24.0,6.0,SEDANG
38.0,28.0,29.0,21.0,5.0,BAIK
61.0,28.0,29.0,29.0,3.0,SEDANG
53.0,28.0,27.0,29.0,4.0,SEDANG
64.0,28.0,34.0,27.0,4.0,SEDANG
45.0,28.0,32.0,12.0,3.0,BAIK
61.0,29.0,34.0,13.0,4.0,SEDANG
90.0,29.0,41.0,21.0,3.0,SEDANG
44.0,28.0,27.0,14.0,2.0,BAIK
65.0,29.0,35.0,18.0,4.0,SEDANG
65.0,29.0,31.0,31.0,4.0,SEDANG
71.0,28.0,32.0,34.0,4.0,SEDANG
55.0,27.0,30.0,20.0,2.0,SEDANG
41.0,28.0,27.0,35.0,4.0,BAIK
75.0,28.0,34.0,35.0,5.0,SEDANG
78.0,28.0,41.0,24.0,3.0,SEDANG
84.0,28.0,36.0,35.0,4.0,SEDANG
72.0,28.0,39.0,19.0,4.0,SEDANG
35.0,29.0,27.0,22.0,4.0,BAIK
52.0,28.0,25.0,16.0,3.0,SEDANG
71.0,27.0,45.0,14.0,5.0,SEDANG
59.0,28.0,32.0,17.0,2.0,SEDANG
67.0,28.0,30.0,36.0,3.0,SEDANG
64.0,28.0,30.0,23.0,5.0,SEDANG
62.0,29.0,29.0,33.0,4.0,SEDANG
66.0,29.0,32.0,20.0,3.0,SEDANG
60.0,31.0,29.0,20.0,2.0,SEDANG
54.0,29.0,27.0,18.0,2.0,SEDANG
37.0,29.0,33.0,16.0,2.0,BAIK
62.0,29.0,36.0,29.0,4.0,SEDANG
69.0,30.0,36.0,25.0,4.0,SEDANG
55.0,28.0,31.0,29.0,4.0,SEDANG
59.0,29.0,41.0,31.0,4.0,SEDANG
83.0,29.0,32.0,25.0,3.0,SEDANG
62.0,29.0,32.0,22.0,4.0,SEDANG
68.0,30.0,28.0,17.0,4.0,SEDANG
63.0,30.0,30.0,31.0,4.0,SEDANG
58.0,28.0,30.0,21.0,5.0,SEDANG
52.0,29.0,39.0,36.0,4.0,SEDANG
73.0,29.0,32.0,32.0,4.0,SEDANG
51.0,28.0,26.0,21.0,2.0,SEDANG
44.0,28.0,25.0,23.0,2.0,BAIK
53.0,28.0,22.0,25.0,2.0,SEDANG
50.0,28.0,37.0,24.0,3.0,BAIK
39.0,28.0,18.0,26.0,1.0,BAIK
39.0,28.0,17.0,24.0,2.0,BAIK
54.0,29.0,20.0,34.0,2.0,SEDANG
59.0,29.0,20.0,27.0,2.0,SEDANG
59.0,29.0,26.0,26.0,2.0,SEDANG
35.0,28.0,23.0,28.0,2.0,BAIK
63.0,29.0,32.0,27.0,4.0,SEDANG
63.0,31.0,35.0,18.0,4.0,SEDANG
49.0,32.0,26.0,12.0,1.0,BAIK
51.0,28.0,24.0,22.0,2.0,SEDANG
65.0,28.0,39.0,23.0,2.0,SEDANG
53.0,28.0,34.0,25.0,3.0,SEDANG
63.0,28.0,31.0,24.0,5.0,SEDANG
51.0,28.0,30.0,22.0,3.0,SEDANG
58.0,29.0,29.0,31.0,4.0,SEDANG
58.0,29.0,29.0,19.0,3.0,SEDANG
80.0,29.0,32.0,25.0,3.0,SEDANG
69.0,29.0,32.0,29.0,3.0,SEDANG
39.0,28.0,22.0,28.0,4.0,BAIK
64.0,29.0,30.0,42.0,4.0,SEDANG
57.0,30.0,27.0,27.0,5.0,SEDANG
59.0,30.0,26.0,18.0,3.0,SEDANG
58.0,30.0,26.0,31.0,3.0,SEDANG
56.0,29.0,30.0,32.0,4.0,SEDANG
54.0,30.0,23.0,27.0,3.0,SEDANG
53.0,29.0,27.0,21.0,4.0,SEDANG
44.0,30.0,27.0,28.0,4.0,BAIK
54.0,30.0,26.0,47.0,5.0,SEDANG
38.0,30.0,29.0,40.0,4.0,BAIK
70.0,30.0,30.0,24.0,4.0,SEDANG
58.0,30.0,27.0,25.0,4.0,SEDANG
46.0,30.0,21.0,36.0,3.0,BAIK
42.0,29.0,27.0,26.0,2.0,BAIK
57.0,28.0,29.0,22.0,2.0,SEDANG
60.0,29.0,32.0,28.0,3.0,SEDANG
59.0,28.0,29.0,24.0,3.0,SEDANG
61.0,29.0,29.0,29.0,4.0,SEDANG
60.0,29.0,27.0,19.0,3.0,SEDANG
51.0,29.0,22.0,23.0,4.0,SEDANG
50.0,28.0,34.0,38.0,4.0,BAIK
62.0,30.0,33.0,30.0,3.0,SEDANG
65.0,31.0,30.0,24.0,2.0,SEDANG
52.0,29.0,28.0,25.0,3.0,SEDANG
57.0,30.0,27.0,29.0,5.0,SEDANG
